PlotNumber,Site,ProjectID,Treatment,Year,SiteSurveyor,RelocationConfidence,Longitude,Latitude,Elevation,Species,present,Functional_group
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,STRELAN,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,SYMPFOL,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,TARAOFF,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,THALOCC,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,TIARTRI,0,herb
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,TONELYA,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,TROLALB,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,TSUGHET,0,tree
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VACCALA,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VACCCAE,1,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VACCDEL,1,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VACCMEM,1,shrub
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VACCSCO,1,shrub
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VALESIT,0,herb
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VERAVIR,0,NA
02-3085_2025,02-3085,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763904,49.14058498,2038.597534,VEROCUS,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ABIEAMA,0,tree
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ABIELAS,1,tree
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ACHIMIL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ACONCOL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ACTARUB,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,AGOSAUR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,AMELALN,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANEMGRA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANGEARG,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANGEGEN,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANTELAN,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANTERAC,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ANTEROS,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ARCTUVA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ARNICOR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ARNILAT,1,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ARNIPAR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ATHYFIL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CASSMER,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CASTPAR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CEANVEL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CHAMANG,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CHIMUMB,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CLAYPER,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,CLINUNI,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,DRYMGLA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,DRYMPSE,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,EPILGLA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,EQUIARV,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,EREMCAP,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERIGAUR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERIGCOM,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERIGGLA,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERIOOVA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERIOUMB,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ERYTGRA,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,FRAGVIR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,GALITRF,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,GOODOBL,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,GYMNDRY,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HERAMAX,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HEUCCYL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HIERALB,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HIERTRI,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HIERUMB,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,HOLODIS,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,JUNICOM,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LEPTPYR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LILICOL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LONIINV,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LONIUTA,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LUETPEC,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,LUPIARC,1,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,MAHOAQU,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,MICRODO,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,MOEHMAC,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,NEOTCOR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,ORTHSEC,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,OSMOCHI,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PACKCAN,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PARNFIM,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PAXIMYR,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PEDIBRA,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PEDIRAC,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PENSFRU,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PENSPRO,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PHLODIF,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PHYLEMP,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PICEENG,1,tree
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PINUALB,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PINUCON,1,tree
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PLATSTR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,POLEPUL,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,POTEFLA,1,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,POTEGLU,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PSEUMEN,0,tree
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PULSOCC,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,PYROASA,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,RHODALB,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,RIBELAC,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,RIBEVIS,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,RUBUPAR,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,RUBUPED,0,herb
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SAXIAUS,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SEDUDIV,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SEDULAN,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SENETRI,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SILEPAR,0,NA
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SORBSCO,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SORBSIT,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,SPIRLUC,0,shrub
02-3085_Error,02-3085,Manning Park Project 2025,Error,2025,CML RNW,Med-High,-120.763681,49.140947,2042.98291,STREAMP,0,NA
