PlotNumber,Site,ProjectID,Treatment,Year,SiteSurveyor,RelocationConfidence,Longitude,Latitude,Elevation,Species,present,Functional_group
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,ABIELAS,1,tree
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,AMELALN,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,ARNILAT,1,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,CHAMANG,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,CHIMUMB,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,CLINUNI,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,CORNCAN,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,GOODOBL,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,LONIUTA,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,LUPIARC,1,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,ORTHSEC,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,PAXIMYR,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,PICEENG,0,tree
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,PINUCON,0,tree
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,PSEUMEN,0,tree
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,PYROASA,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,RHODALB,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,RIBEACE,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,RIBELAC,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,RUBUPAR,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,RUBUPED,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,SORBSCO,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,SORBSIT,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,SPIRLUC,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,TIARTRI,0,herb
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,TSUGHET,0,tree
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,VACCMEM,0,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,VACCSCO,1,shrub
02-3089_Error,02-3089,Manning Park Project 2025,Error,2025,CML RNW,Med-low,-120.756567,49.14953803,2124.682373,VALESIT,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,ABIEAMA,0,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,ABIELAS,1,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,AMELALN,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,ARNILAT,1,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,CHAMANG,1,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,CHIMUMB,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,CLINUNI,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,CORNCAN,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,GOODOBL,1,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,LONIUTA,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,LUPIARC,1,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,ORTHSEC,1,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,PAXIMYR,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,PICEENG,1,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,PINUCON,0,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,PSEUMEN,0,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,PYROASA,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,RHODALB,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,RIBEACE,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,RIBELAC,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,RUBUPAR,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,RUBUPED,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,SORBSCO,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,SORBSIT,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,SPIRLUC,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,TIARTRI,0,herb
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,TSUGHET,0,tree
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,VACCMEM,0,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,VACCSCO,1,shrub
12-2000_2025,12-2000,Manning Park Project 2025,2025,2025,CML RNW,High,-120.763807,49.13547403,1956.121094,VALESIT,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,ABIEAMA,0,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,ABIELAS,1,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,AMELALN,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,ARNILAT,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,CHAMANG,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,CHIMUMB,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,CLINUNI,0,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,CORNCAN,0,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,GOODOBL,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,LONIUTA,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,LUPIARC,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,ORTHSEC,1,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,PAXIMYR,1,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,PICEENG,1,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,PINUCON,1,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,PSEUMEN,0,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,PYROASA,0,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,RHODALB,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,RIBEACE,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,RIBELAC,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,RUBUPAR,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,RUBUPED,0,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,SORBSCO,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,SORBSIT,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,SPIRLUC,0,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,TIARTRI,0,herb
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,TSUGHET,0,tree
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,VACCMEM,1,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,VACCSCO,1,shrub
12-2000_Error,12-2000,Manning Park Project 2025,Error,2025,CML RNW,High,-120.762864,49.13545702,1953.594971,VALESIT,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ABIEAMA,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ABIELAS,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,AMELALN,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ARNILAT,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CHAMANG,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CHIMUMB,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CLINUNI,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,CORNCAN,0,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,GOODOBL,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,LONIUTA,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,LUPIARC,0,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,ORTHSEC,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PAXIMYR,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PICEENG,1,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PINUCON,0,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PSEUMEN,0,tree
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,PYROASA,1,herb
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RHODALB,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RIBEACE,0,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RIBELAC,1,shrub
14-4316_2025,14-4316,Manning Park Project 2025,2025,2025,CML RNW,High,-120.764678,49.03959,1546.151611,RUBUPAR,1,shrub
