"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Time"
"37","ORTHSEC","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"38","PAXIMYR","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,8,"historical"
"39","PICEENG","tree","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"40","PINUCON","tree","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,1,"historical"
"41","PSEUMEN","tree","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"42","PYROASA","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"43","RHODALB","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,3,"historical"
"44","RIBEACE","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,1,"historical"
"45","RIBELAC","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,5,"historical"
"46","RUBUPED","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"47","SPIRLUC","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,8,"historical"
"48","TIARTRI","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"49","TSUGHET","tree","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"50","VACCMEM","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,18,"historical"
"51","VACCSCO","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,5,"historical"
"52","VALESIT","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,8,"historical"
"53","ABIEAMA","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"54","ABIELAS","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,49,"historical"
"55","AMELALN","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"56","ARNILAT","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"57","CHAMANG","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,2,"historical"
"58","CHIMUMB","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"59","CLINUNI","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"60","GOODOBL","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"61","LONIUTA","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"62","LUPIARC","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,25,"historical"
"63","ORTHSEC","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"64","PAXIMYR","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,4,"historical"
"65","PICEENG","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,0.100000001,"historical"
"66","PINUCON","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"67","PSEUMEN","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"68","PYROASA","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"69","RHODALB","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,18,"historical"
"70","RIBEACE","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,0.100000001,"historical"
"71","RIBELAC","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"72","RUBUPED","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,3,"historical"
"73","SPIRLUC","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"74","TIARTRI","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"75","TSUGHET","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"76","VACCMEM","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,12,"historical"
"77","VACCSCO","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,12,"historical"
"78","VALESIT","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,6,"historical"
"79","ABIEAMA","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"80","ABIELAS","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,19,"historical"
"81","AMELALN","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,15,"historical"
"82","ARNILAT","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"83","CHAMANG","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"84","CHIMUMB","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,2,"historical"
"85","CLINUNI","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,4,"historical"
"86","GOODOBL","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,0.100000001,"historical"
"87","LONIUTA","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"88","LUPIARC","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,20,"historical"
"89","ORTHSEC","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,0.100000001,"historical"
"90","PAXIMYR","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,35,"historical"
"91","PICEENG","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,3.099999905,"historical"
"92","PINUCON","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,21,"historical"
"93","PSEUMEN","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,5.100000001,"historical"
"94","PYROASA","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"95","RHODALB","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"96","RIBEACE","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,5,"historical"
"97","RIBELAC","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,1,"historical"
"98","RUBUPED","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"99","SPIRLUC","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,15,"historical"
"100","TIARTRI","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"101","TSUGHET","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"102","VACCMEM","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,30,"historical"
"103","VACCSCO","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,10,"historical"
"104","VALESIT","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"105","ABIEAMA","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"106","ABIELAS","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,37,"historical"
"107","AMELALN","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"108","ARNILAT","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"109","CHAMANG","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"110","CHIMUMB","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"111","CLINUNI","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"112","GOODOBL","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"113","LONIUTA","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"114","LUPIARC","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"115","ORTHSEC","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,5,"historical"
"116","PAXIMYR","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,1,"historical"
"117","PICEENG","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,0.100000001,"historical"
"118","PINUCON","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"119","PSEUMEN","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"120","PYROASA","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"121","RHODALB","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"122","RIBEACE","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,20,"historical"
"123","RIBELAC","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"124","RUBUPED","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"125","SPIRLUC","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"126","TIARTRI","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"127","TSUGHET","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"128","VACCMEM","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"129","VACCSCO","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"130","VALESIT","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,5,"historical"
"131","ABIEAMA","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"132","ABIELAS","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,41,"historical"
"133","AMELALN","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"134","ARNILAT","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"135","CHAMANG","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"136","CHIMUMB","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"137","CLINUNI","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"138","GOODOBL","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"139","LONIUTA","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"140","LUPIARC","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"141","ORTHSEC","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,7,"historical"
"142","PAXIMYR","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"143","PICEENG","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,0.100000001,"historical"
"144","PINUCON","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"145","PSEUMEN","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,2,"historical"
"146","PYROASA","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"147","RHODALB","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"148","RIBEACE","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,8,"historical"
"149","RIBELAC","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"150","RUBUPED","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"151","SPIRLUC","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"152","TIARTRI","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,5,"historical"
"153","TSUGHET","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"154","VACCMEM","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,45,"historical"
"155","VACCSCO","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,1,"historical"
"156","VALESIT","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,15,"historical"
"157","ABIEAMA","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"158","ABIELAS","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1.100000001,"historical"
"159","AMELALN","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"160","ARNILAT","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1,"historical"
"161","CHAMANG","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"162","CHIMUMB","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"163","CLINUNI","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"164","GOODOBL","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"165","LONIUTA","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"166","LUPIARC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"167","ORTHSEC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"168","PAXIMYR","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"169","PICEENG","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1.100000001,"historical"
"170","PINUCON","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"171","PSEUMEN","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"172","PYROASA","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"173","RHODALB","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"174","RIBEACE","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,2,"historical"
"175","RIBELAC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"176","RUBUPED","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"177","SPIRLUC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"178","TIARTRI","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"179","TSUGHET","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"180","VACCMEM","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"181","VACCSCO","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,8,"historical"
"182","VALESIT","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"183","ABIEAMA","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"184","ABIELAS","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"185","AMELALN","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"186","ARNILAT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"187","CHAMANG","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"188","CHIMUMB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"189","CLINUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
