PlotNumber,Date2025,ProjectID,DateOriginal,SiteSurveyor,2019Plot,ErrorPlot,WaypointNumber,Latitude,Longitude,Elevation,SlopeGradient,Aspect,MesoSlopePosition,SurfaceShape,Photo,RelocationConfidence,SiteNotes,CanopyCoverQ1,CanopyCoverQ2,CanopyCoverQ3,CanopyCoverQ4,AverageCanopyCover,Species,CoverAQ1,CoverAQ2,CoverAQ3,CoverAQ4,AverageCoverA,CoverB1Q1,CoverB1Q2,CoverB1Q3,CoverB1Q4,AverageCoverB1,CoverB2Q1,CoverB2Q2,CoverB2Q3,CoverB2Q4,AverageCoverB2,TotalBQ1,TotalBQ2,TotalBQ3,TotalBQ4,AverageTotalB,CoverCQ1,CoverCQ2,CoverCQ3,CoverCQ4,AverageCoverC,MossCoverQ1,MossCoverQ2,MossCoverQ3,MossCoverQ4,AverageMossCover,GrassCoverQ1,GrassCoverQ2,GrassCoverQ3,GrassCoverQ4,AverageGrassCover,VegNotes
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,AMELALN,,,,,,,,,,,,,,,,10,2,1,0.7,3.425,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,LONIINV,,,,,,,,,,,,,,,,0,0.2,0,0,0.05,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,OPLOHOR,,,,,,,,,,,,,,,,8,0,0,0.4,2.1,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,PAXIMYR,,,,,,,,,,,,,,,,0,0.3,0.2,0,0.125,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,RUBUPAR,,,,,,,,,,,,,,,,0.5,0.8,0,0,0.325,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,MAHONER,,,,,,,,,,,,,,,,0.9,0,0,0.9,0.45,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,SORBSCO,,,,,,,,,,,,,,,,0,5,0,1,1.5,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,VACCMEM,,,,,,,,,,,,,,,,2,0,0,0,0.5,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CORYCOR,,,,,,,,,,,,,,,,2,0,0,0,0.5,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,VIBUEDU,,,,,,,,,,,,,,,,0.8,0,0,0,0.2,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,RHODALB,,,,,,,,,,,,,,,,0,0.3,0,0,0.075,,,,,,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CLINUNI,,,,,,,,,,,,,,,,,,,,,10,20,9,12,12.75,65,35,20,70,47.5,0,0,0,0,0,
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,LINNBOR,,,,,,,,,,,,,,,,,,,,,21,14,2,5,10.5,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,FRAGVES,,,,,,,,,,,,,,,,,,,,,0.3,1,0,0,0.325,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ASARCAU,,,,,,,,,,,,,,,,,,,,,0.2,2,0,0,0.55,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,VIOLA SP.,,,,,,,,,,,,,,,,,,,,,0.3,0.6,0.6,0.1,0.4,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,TIARTRI,,,,,,,,,,,,,,,,,,,,,15,4,0.5,0.1,4.9,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,MAIASTE,,,,,,,,,,,,,,,,,,,,,2,8,0.4,0.8,2.8,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,MAIARAC,,,,,,,,,,,,,,,,,,,,,0,0.2,0.6,0,0.2,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,PROSHOO,,,,,,,,,,,,,,,,,,,,,4,2,0,2,2,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ADENBIC,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0.05,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ARNILAT,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0,0.125,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,RUBUPED,,,,,,,,,,,,,,,,,,,,,2,0.4,0.3,0,0.675,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,OSMOCHI,,,,,,,,,,,,,,,,,,,,,0.4,0,0.2,0,0.15,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CHIMUMB,,,,,,,,,,,,,,,,,,,,,2,0.4,0.3,0,0.675,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,GOODOBL,,,,,,,,,,,,,,,,,,,,,1,0.8,0.3,0,0.525,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ACTARUB,,,,,,,,,,,,,,,,,,,,,0,0.5,0,0,0.125,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,PYROASA,,,,,,,,,,,,,,,,,,,,,3,0.4,0,1,1.1,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,GALIAPA,,,,,,,,,,,,,,,,,,,,,1,1,0.4,1,0.85,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ORTHSEC,,,,,,,,,,,,,,,,,,,,,0.5,0,0.3,0.3,0.275,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CHIMMEN,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.025,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CYSTFRA,,,,,,,,,,,,,,,,,,,,,0,0.2,0,0,0.05,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,ANEMGRA,,,,,,,,,,,,,,,,,,,,,0,0,0.2,0.2,0.1,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
35079,2025-06-28,BEC-Vancouver,1979-08-15,NA,N,N,213,49.21568801,-121.026143,736.891357,0,999,LV,ST,Y,Med-High,"Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,CORATRI,,,,,,,,,,,,,,,,,,,,,0.1,0,0,0,0.025,65,35,20,70,47.5,0,0,0,0,0,"Dead POPUTRI in plot, many dead snags (old growth)"
