"","Species","Functional_group","ProjectID","PlotNumber","SiteSurveyor","Year","YearsSinceStart","RelocationConfidence","Latitude","Longitude","Elevation","present","Cover","Time"
"37","RHODALB","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,3,"historical"
"38","RIBELAC","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,5,"historical"
"39","SPIRLUC","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,8,"historical"
"40","TIARTRI","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"41","TSUGHET","tree","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,0,0,"historical"
"42","VACCMEM","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,18,"historical"
"43","VACCSCO","shrub","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,5,"historical"
"44","VALESIT","herb","NCBG_ESSFplots","00NCe74","jpstamp",2000,24,"Med-High",49.12958668,-120.8160951,1620,1,8,"historical"
"45","ABIEAMA","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"46","ABIELAS","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,49,"historical"
"47","ARNILAT","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"48","CHAMANG","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,2,"historical"
"49","CHIMUMB","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"50","CLINUNI","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"51","GOODOBL","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"52","LONIUTA","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"53","LUPIARC","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,25,"historical"
"54","ORTHSEC","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"55","PAXIMYR","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,4,"historical"
"56","PICEENG","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,0.100000001,"historical"
"57","PSEUMEN","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"58","PYROASA","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"59","RHODALB","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,18,"historical"
"60","RIBELAC","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"61","SPIRLUC","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"62","TIARTRI","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"63","TSUGHET","tree","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,0,0,"historical"
"64","VACCMEM","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,12,"historical"
"65","VACCSCO","shrub","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,12,"historical"
"66","VALESIT","herb","NCBG_ESSFplots","00NCe75","jpstamp",2000,24,"Med-High",49.13184343,-120.8212604,1750,1,6,"historical"
"67","ABIEAMA","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"68","ABIELAS","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,19,"historical"
"69","ARNILAT","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"70","CHAMANG","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"71","CHIMUMB","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,2,"historical"
"72","CLINUNI","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,4,"historical"
"73","GOODOBL","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,0.100000001,"historical"
"74","LONIUTA","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"75","LUPIARC","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,20,"historical"
"76","ORTHSEC","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,0.100000001,"historical"
"77","PAXIMYR","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,35,"historical"
"78","PICEENG","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,3.099999905,"historical"
"79","PSEUMEN","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,5.100000001,"historical"
"80","PYROASA","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"81","RHODALB","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"82","RIBELAC","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,1,"historical"
"83","SPIRLUC","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,15,"historical"
"84","TIARTRI","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"85","TSUGHET","tree","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"86","VACCMEM","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,30,"historical"
"87","VACCSCO","shrub","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,1,10,"historical"
"88","VALESIT","herb","NCBG_ESSFplots","00NCe77","jpstamp",2000,24,"High",49.06956013,-120.905716,1470,0,0,"historical"
"89","ABIEAMA","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"90","ABIELAS","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,37,"historical"
"91","ARNILAT","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"92","CHAMANG","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"93","CHIMUMB","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"94","CLINUNI","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"95","GOODOBL","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"96","LONIUTA","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"97","LUPIARC","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,2,"historical"
"98","ORTHSEC","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,5,"historical"
"99","PAXIMYR","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,1,"historical"
"100","PICEENG","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,0.100000001,"historical"
"101","PSEUMEN","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"102","PYROASA","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"103","RHODALB","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"104","RIBELAC","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"105","SPIRLUC","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"106","TIARTRI","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"107","TSUGHET","tree","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"108","VACCMEM","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"109","VACCSCO","shrub","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,0,0,"historical"
"110","VALESIT","herb","NCBG_ESSFplots","00NCe78","jpstamp",2000,24,"Med-High",49.08614425,-120.9258513,1840,1,5,"historical"
"111","ABIEAMA","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"112","ABIELAS","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,41,"historical"
"113","ARNILAT","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"114","CHAMANG","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"115","CHIMUMB","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"116","CLINUNI","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"117","GOODOBL","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"118","LONIUTA","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"119","LUPIARC","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"120","ORTHSEC","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,7,"historical"
"121","PAXIMYR","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"122","PICEENG","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,0.100000001,"historical"
"123","PSEUMEN","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,2,"historical"
"124","PYROASA","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"125","RHODALB","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"126","RIBELAC","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"127","SPIRLUC","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"128","TIARTRI","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,5,"historical"
"129","TSUGHET","tree","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,0,0,"historical"
"130","VACCMEM","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,45,"historical"
"131","VACCSCO","shrub","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,1,"historical"
"132","VALESIT","herb","NCBG_ESSFplots","00NCe79","jpstamp",2000,24,"High",49.08811762,-120.9446303,1790,1,15,"historical"
"133","ABIEAMA","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"134","ABIELAS","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1.100000001,"historical"
"135","ARNILAT","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1,"historical"
"136","CHAMANG","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"137","CHIMUMB","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"138","CLINUNI","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"139","GOODOBL","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"140","LONIUTA","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"141","LUPIARC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"142","ORTHSEC","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"143","PAXIMYR","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"144","PICEENG","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,1.100000001,"historical"
"145","PSEUMEN","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"146","PYROASA","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"147","RHODALB","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"148","RIBELAC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"149","SPIRLUC","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"150","TIARTRI","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"151","TSUGHET","tree","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,0,0,"historical"
"152","VACCMEM","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,15,"historical"
"153","VACCSCO","shrub","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,8,"historical"
"154","VALESIT","herb","NCBG_ESSFplots","00NCe82","jpstamp",2000,24,"High/Med-High",49.04462405,-120.9646257,1810,1,5,"historical"
"155","ABIEAMA","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"156","ABIELAS","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"157","ARNILAT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"158","CHAMANG","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"159","CHIMUMB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"160","CLINUNI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"161","GOODOBL","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"162","LONIUTA","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"163","LUPIARC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,15,"historical"
"164","ORTHSEC","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"165","PAXIMYR","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"166","PICEENG","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"167","PSEUMEN","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"168","PYROASA","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"169","RHODALB","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"170","RIBELAC","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"171","SPIRLUC","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"172","TIARTRI","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"173","TSUGHET","tree","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"174","VACCMEM","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"175","VACCSCO","shrub","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,0,0,"historical"
"176","VALESIT","herb","NCBG_ESSFplots","00NCe83","jpstamp",2000,24,"High/Med-High",49.0409285,-120.9723988,1800,1,20,"historical"
"177","ABIEAMA","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"178","ABIELAS","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"179","ARNILAT","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"180","CHAMANG","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"181","CHIMUMB","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"182","CLINUNI","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"183","GOODOBL","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"184","LONIUTA","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"185","LUPIARC","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,1,4,"historical"
"186","ORTHSEC","herb","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"187","PAXIMYR","shrub","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"188","PICEENG","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
"189","PSEUMEN","tree","NCBG_ESSFplots","00NCe85","jpstamp",2000,24,"High",49.03686803,-120.9645592,1705,0,0,"historical"
