"","PlotNumber","ProjectID","Date","SiteSurveyor","Longitude","Latitude","Elevation","Species","Functional_group","Cover"
"129","00NCe85","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9645592,49.03686803,1705,"SORBSIT","shrub",1
"130","00NCe85","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9645592,49.03686803,1705,"THALOCC","herb",1
"131","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"SYMPFOL","herb",6
"132","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"LUPIARC","herb",2
"133","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"VALESIT","herb",25
"134","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"VACCMEM","shrub",38
"135","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"SORBSIT","shrub",2
"136","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"ARNILAT","herb",2
"137","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"PICEENG","tree",4
"138","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"RIBEACE","shrub",10
"139","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"NOTHNEM","herb",1
"140","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"ABIELAS","tree",30
"141","00NCe86","NCBG_ESSFplots",2000-10-04,"jpstamp",-120.9800327,49.04063959,1745,"PECTBRE","herb",15
"142","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"VACCMEM","shrub",25
"143","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"RIBEACE","shrub",15
"144","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"VACCSCO","shrub",8
"145","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"VALESIT","herb",3
"146","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"ABIELAS","tree",12
"147","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"PICEENG","tree",1
"148","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"SORBSIT","shrub",2
"149","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"LUPIARC","herb",10
"150","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"RHODALB","shrub",45
"151","00NCe89","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.9155332,49.05549669,1725,"PHYLEMP","shrub",3
"152","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"ABIEAMA","tree",15
"153","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"ACTARUB","herb",4
"154","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"GYMNDRY","herb",18
"155","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"RIBEACE","shrub",1
"156","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"RUBUPED","herb",25
"157","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"SAMBRAC","shrub",1
"158","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"LONIUTA","shrub",2
"159","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"CHAMANG","herb",0.100000001
"160","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"RIBELAC","shrub",5
"161","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"ORTHSEC","herb",2
"162","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"VACCMEM","shrub",15
"163","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"RUBUPAR","shrub",8
"164","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"VALESIT","herb",18
"165","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"OSMOBER","herb",0.100000001
"166","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"TIARTRI","herb",15
"167","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"HERAMAX","herb",6
"168","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"GALITRF","herb",0.100000001
"169","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"THALOCC","herb",4
"170","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"ABIELAS","tree",27
"171","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"SORBSIT","shrub",1
"172","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"PECTBRE","herb",4
"173","00NCe90","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8922135,49.06442921,1325,"PICEENG","tree",40
"174","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"ABIEAMA","tree",3
"175","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"FRAGVIR","herb",0.100000001
"176","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"TSUGHET","tree",4
"177","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"CORNCAN","herb",1
"178","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"PICEENG","tree",2
"179","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"ORTHSEC","herb",2
"180","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"PINUCON","tree",21
"181","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"LONIUTA","shrub",2
"182","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"RHODALB","shrub",3
"183","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"CLINUNI","herb",5
"184","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"CHIMUMB","shrub",1
"185","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"RUBUPAR","shrub",1
"186","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"THUJPLI","tree",2
"187","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"AMELALN","shrub",8
"188","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"PAXIMYR","shrub",10
"189","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"PSEUMEN","tree",8
"190","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"VACCSCO","shrub",15
"191","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"PYROASA","herb",0.100000001
"192","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"VACCMEM","shrub",15
"193","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"ABIELAS","tree",6
"194","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"SPIRLUC","shrub",10
"195","00NCe91","NCBG_ESSFplots",2000-10-05,"jpstamp",-120.8651929,49.11667802,1450,"LUPIARC","herb",8
"196","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"SPIRLUC","shrub",8
"197","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"VACCMEM","shrub",10
"198","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"PAXIMYR","shrub",25
"199","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"AMELALN","shrub",3
"200","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"PICEENG","tree",5
"201","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"RIBEACE","shrub",0.100000001
"202","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"ABIEAMA","tree",7
"203","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"ABIELAS","tree",5
"204","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"LONIUTA","shrub",4
"205","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"ALNUALN","tree",4
"206","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"PINUCON","tree",28.100000024
"207","00NCe92","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8690776,49.12229155,1665,"SORBSIT","shrub",1
"208","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"RUBUPED","herb",2
"209","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"PICEENG","tree",11
"210","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"VALESIT","herb",1
"211","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"VERAVIR","herb",2
"212","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"CHAMANG","herb",8
"213","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"SAMBRAC","shrub",10
"214","00NCe93","NCBG_ESSFplots",2000-10-06,"jpstamp",-120.8485222,49.13832844,1615,"PECTBRE","herb",2
