"","PlotNumber","Date2025","ProjectID","DateOriginal","SiteSurveyor","2019Plot","ErrorPlot","WaypointNumber","Latitude","Longitude","Elevation","SlopeGradient","Aspect","MesoSlopePosition","SurfaceShape","Photo","RelocationConfidence","SiteNotes","CanopyCoverQ1","CanopyCoverQ2","CanopyCoverQ3","CanopyCoverQ4","AverageCanopyCover","Species","Latin_name","Functional_group","CoverAQ1","CoverAQ2","CoverAQ3","CoverAQ4","AverageCoverA","CoverB1Q1","CoverB1Q2","CoverB1Q3","CoverB1Q4","AverageCoverB1","CoverB2Q1","CoverB2Q2","CoverB2Q3","CoverB2Q4","AverageCoverB2","TotalBQ1","TotalBQ2","TotalBQ3","TotalBQ4","AverageTotalB","CoverCQ1","CoverCQ2","CoverCQ3","CoverCQ4","AverageCoverC","MossCoverQ1","MossCoverQ2","MossCoverQ3","MossCoverQ4","AverageMossCover","GrassCoverQ1","GrassCoverQ2","GrassCoverQ3","GrassCoverQ4","AverageGrassCover","VegNotes"
"11","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"AMELALN","Amelanchier alnifolia","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,1,0.7,3.425,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"12","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"LONIINV","Lonicera involucrata","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,0.05,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"13","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"OPLOHOR","Oplopanax horridus","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0.4,2.1,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"14","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"PAXIMYR","Paxistima myrsinites","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0.2,0,0.125,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"15","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"RUBUPAR","Rubus parviflorus","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.8,0,0,0.325,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"16","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"MAHONER","Mahonia nervosa","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0,0,0.9,0.45,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"17","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"SORBSCO","Sorbus scopulina","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,1,1.5,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"18","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"VACCMEM","Vaccinium membranaceum","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0.5,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"19","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"CORYCOR","Corylus cornuta","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0.5,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"20","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"VIBUEDU","Viburnum edule","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0,0,0,0.2,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"21","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"RHODALB","Rhododendron albiflorum","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.3,0,0,0.075,NA,NA,NA,NA,NA,65,35,20,70,47.5,0,0,0,0,"0",NA
"22","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"CLINUNI","Clintonia uniflora","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,9,12,12.75,65,35,20,70,47.5,0,0,0,0,"0",NA
"23","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"LINNBOR","Linnaea borealis","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,14,2,5,10.5,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"24","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"FRAGVES","Fragaria vesca","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,0,0,0.325,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"25","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"ASARCAU","Asarum caudatum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2,0,0,0.55,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"26","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"VIOLA SP.","Viola spp.","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,0.6,0.1,0.4,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"27","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"TIARTRI","Tiarella trifoliata","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,4,0.5,0.1,4.9,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"28","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"MAIASTE","Maianthemum stellatum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,0.4,0.8,2.8,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"29","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"MAIARAC","Maianthemum racemosum","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0.6,0,0.2,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"30","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"PROSHOO","Prosartes hookeri","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,0,2,2,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"31","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"ADENBIC","Adenocaulon bicolor","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.2,0,0,0.05,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"32","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"ARNILAT","Arnica latifolia","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.5,0,0,0.125,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"33","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"RUBUPED","Rubus pedatus","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,0.3,0,0.675,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"34","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"OSMOCHI","Osmorhiza chilensis","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0,0.2,0,0.15,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"35","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"CHIMUMB","Chimaphila umbellata","shrub",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.4,0.3,0,0.675,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
"36","35079",2025-06-28,"BEC-Vancouver",1979-08-15,NA,"N","N",213,49.21568801,-121.026143,736.891357,0,999,"LV","ST","Y","Med-High","Relocation confidence: Med-high. Followed directions provided by the original surveyors to a flood plain area that matched the description. Very wet area, tree composition match/ slope/ aspect/ elevation. Lat/long incorrect but they did not match the very specific directions provided. Lots of tree fall, few populus standing dead, some old growth trees. Dense herb layer, slightly dense shrub layer.",29,90,55,39,53.25,"GOODOBL","Goodyera oblongifolia","herb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,0.3,0,0.525,65,35,20,70,47.5,0,0,0,0,"0","Dead POPUTRI in plot, many dead snags (old growth)"
