"","PlotNumber","ProjectID","Elevation","Year","SiteSurveyor","Species","Cover","present"
"89","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","PICEENE",0.100000001,1
"90","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","PINUCON",0,0
"91","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","PSEUMEN",0,0
"92","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","PYROASA",0,0
"93","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","RHODALB",18,1
"94","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","RIBEACE",0.100000001,1
"95","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","RIBELAC",0,0
"96","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","RUBUPAR",0,0
"97","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","RUBUPED",3,1
"98","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","SORBSCO",0,0
"99","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","SORBSIT",0.100000001,1
"100","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","SPIRLUC",0,0
"101","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","THALOCC",0,0
"102","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","THUJPLI",0,0
"103","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","TIARTRI",0,0
"104","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","TSUGHET",0,0
"105","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","VACCMEM",12,1
"106","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","VACCSCO",12,1
"107","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","VALESIT",6,1
"108","00NCe75","NCBG_ESSFplots",1750,2000,"jpstamp","VERAVIR",0,0
"109","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","ABIEAMA",0,0
"110","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","ABIELAS",19,1
"111","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","AMELALN",15,1
"112","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","ARNILAT",0,0
"113","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","CHAMANG",0,0
"114","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","CHIMUMB",2,1
"115","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","CLINUNI",4,1
"116","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","CORNCAN",0,0
"117","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","GOODOBL",0.100000001,1
"118","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","HERAMAX",0,0
"119","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","LINNBOR",0,0
"120","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","LONIUTA",0,0
"121","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","LUPIARC",20,1
"122","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","ORTHSEC",0.100000001,1
"123","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PAXIMYR",35,1
"124","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PHLODIF",0,0
"125","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PICEENE",3.099999905,1
"126","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PINUCON",21,1
"127","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PSEUMEN",5.100000001,1
"128","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","PYROASA",0,0
"129","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","RHODALB",0,0
"130","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","RIBEACE",5,1
"131","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","RIBELAC",1,1
"132","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","RUBUPAR",0,0
"133","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","RUBUPED",0,0
"134","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","SORBSCO",0,0
"135","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","SORBSIT",0,0
"136","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","SPIRLUC",15,1
"137","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","THALOCC",0,0
"138","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","THUJPLI",0,0
"139","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","TIARTRI",0,0
"140","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","TSUGHET",0,0
"141","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","VACCMEM",30,1
"142","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","VACCSCO",10,1
"143","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","VALESIT",0,0
"144","00NCe77","NCBG_ESSFplots",1470,2000,"jpstamp","VERAVIR",0,0
"145","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","ABIEAMA",0,0
"146","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","ABIELAS",37,1
"147","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","AMELALN",0,0
"148","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","ARNILAT",2,1
"149","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","CHAMANG",0,0
"150","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","CHIMUMB",0,0
"151","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","CLINUNI",0,0
"152","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","CORNCAN",0,0
"153","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","GOODOBL",0,0
"154","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","HERAMAX",3,1
"155","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","LINNBOR",0,0
"156","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","LONIUTA",2,1
"157","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","LUPIARC",2,1
"158","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","ORTHSEC",5,1
"159","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PAXIMYR",1,1
"160","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PHLODIF",0,0
"161","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PICEENE",0.100000001,1
"162","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PINUCON",0,0
"163","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PSEUMEN",0,0
"164","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","PYROASA",0,0
"165","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","RHODALB",0,0
"166","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","RIBEACE",20,1
"167","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","RIBELAC",0,0
"168","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","RUBUPAR",0,0
"169","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","RUBUPED",0,0
"170","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","SORBSCO",0,0
"171","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","SORBSIT",0,0
"172","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","SPIRLUC",0,0
"173","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","THALOCC",0.100000001,1
"174","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","THUJPLI",0,0
"175","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","TIARTRI",0,0
"176","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","TSUGHET",0,0
"177","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","VACCMEM",0,0
"178","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","VACCSCO",0,0
"179","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","VALESIT",5,1
"180","00NCe78","NCBG_ESSFplots",1840,2000,"jpstamp","VERAVIR",0.100000001,1
"181","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","ABIEAMA",0,0
"182","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","ABIELAS",41,1
"183","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","AMELALN",0,0
"184","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","ARNILAT",0,0
"185","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","CHAMANG",0,0
"186","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","CHIMUMB",0,0
"187","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","CLINUNI",0,0
"188","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","CORNCAN",0,0
"189","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","GOODOBL",0,0
"190","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","HERAMAX",0,0
"191","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","LINNBOR",0,0
"192","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","LONIUTA",0,0
"193","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","LUPIARC",0,0
"194","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","ORTHSEC",7,1
"195","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PAXIMYR",0,0
"196","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PHLODIF",0,0
"197","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PICEENE",0.100000001,1
"198","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PINUCON",0,0
"199","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PSEUMEN",2,1
"200","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","PYROASA",0,0
"201","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","RHODALB",0,0
"202","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","RIBEACE",8,1
"203","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","RIBELAC",0,0
"204","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","RUBUPAR",0,0
"205","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","RUBUPED",0,0
"206","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","SORBSCO",0,0
"207","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","SORBSIT",0,0
"208","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","SPIRLUC",0,0
"209","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","THALOCC",0,0
"210","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","THUJPLI",0,0
"211","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","TIARTRI",5,1
"212","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","TSUGHET",0,0
"213","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","VACCMEM",45,1
"214","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","VACCSCO",1,1
"215","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","VALESIT",15,1
"216","00NCe79","NCBG_ESSFplots",1790,2000,"jpstamp","VERAVIR",0,0
"217","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","ABIEAMA",0,0
"218","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","ABIELAS",1.100000001,1
"219","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","AMELALN",0,0
"220","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","ARNILAT",1,1
"221","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","CHAMANG",0,0
"222","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","CHIMUMB",0,0
"223","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","CLINUNI",0,0
"224","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","CORNCAN",0,0
"225","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","GOODOBL",0,0
"226","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","HERAMAX",2,1
"227","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","LINNBOR",0,0
"228","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","LONIUTA",0,0
"229","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","LUPIARC",5,1
"230","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","ORTHSEC",0,0
"231","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PAXIMYR",0,0
"232","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PHLODIF",0,0
"233","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PICEENE",1.100000001,1
"234","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PINUCON",0,0
"235","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PSEUMEN",0,0
"236","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","PYROASA",0,0
"237","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","RHODALB",15,1
"238","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","RIBEACE",2,1
"239","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","RIBELAC",0,0
"240","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","RUBUPAR",0,0
"241","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","RUBUPED",0,0
"242","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","SORBSCO",0,0
"243","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","SORBSIT",0,0
"244","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","SPIRLUC",0,0
"245","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","THALOCC",0,0
"246","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","THUJPLI",0,0
"247","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","TIARTRI",0,0
"248","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","TSUGHET",0,0
"249","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","VACCMEM",15,1
"250","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","VACCSCO",8,1
"251","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","VALESIT",5,1
"252","00NCe82","NCBG_ESSFplots",1810,2000,"jpstamp","VERAVIR",1,1
"253","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","ABIEAMA",0,0
"254","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","ABIELAS",0,0
"255","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","AMELALN",0,0
"256","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","ARNILAT",0,0
"257","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","CHAMANG",0,0
"258","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","CHIMUMB",0,0
"259","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","CLINUNI",0,0
"260","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","CORNCAN",0,0
"261","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","GOODOBL",0,0
"262","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","HERAMAX",8,1
"263","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","LINNBOR",0,0
"264","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","LONIUTA",0,0
"265","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","LUPIARC",15,1
"266","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","ORTHSEC",0,0
"267","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PAXIMYR",0,0
"268","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PHLODIF",0,0
"269","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PICEENE",0,0
"270","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PINUCON",0,0
"271","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PSEUMEN",0,0
"272","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","PYROASA",0,0
"273","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","RHODALB",0,0
"274","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","RIBEACE",0,0
"275","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","RIBELAC",0,0
"276","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","RUBUPAR",0,0
"277","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","RUBUPED",0,0
"278","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","SORBSCO",0,0
"279","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","SORBSIT",0,0
"280","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","SPIRLUC",0,0
"281","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","THALOCC",0,0
"282","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","THUJPLI",0,0
"283","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","TIARTRI",0,0
"284","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","TSUGHET",0,0
"285","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","VACCMEM",0,0
"286","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","VACCSCO",0,0
"287","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","VALESIT",20,1
"288","00NCe83","NCBG_ESSFplots",1800,2000,"jpstamp","VERAVIR",5,1
"289","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","ABIEAMA",0,0
"290","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","ABIELAS",7,1
"291","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","AMELALN",0,0
"292","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","ARNILAT",0,0
"293","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","CHAMANG",0,0
"294","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","CHIMUMB",0,0
"295","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","CLINUNI",0,0
"296","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","CORNCAN",0,0
"297","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","GOODOBL",0,0
"298","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","HERAMAX",0,0
"299","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","LINNBOR",0,0
"300","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","LONIUTA",0,0
"301","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","LUPIARC",0,0
"302","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","ORTHSEC",0,0
"303","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PAXIMYR",0,0
"304","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PHLODIF",0,0
"305","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PICEENE",0,0
"306","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PINUCON",0,0
"307","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PSEUMEN",0,0
"308","00NCe84","NCBG_ESSFplots",685,2000,"jpstamp","PYROASA",0,0
