"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","Species","Cover","present","Functional_group","YearsSinceStart","RelocationConfidence"
"46","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","PSEUMEN",0,0,"tree",24,NA
"47","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"48","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","RHODALB",3,1,"shrub",24,NA
"49","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","RIBEACE",1,1,"shrub",24,NA
"50","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","RIBELAC",5,1,"shrub",24,NA
"51","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","RUBUPAR",4,1,"shrub",24,NA
"52","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","RUBUPED",0,0,"herb",24,NA
"53","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"54","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","SORBSIT",0,0,"shrub",24,NA
"55","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","SPIRLUC",8,1,"shrub",24,NA
"56","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","TIARTRI",0,0,"herb",24,NA
"57","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","TSUGHET",0,0,"tree",24,NA
"58","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","VACCMEM",18,1,"shrub",24,NA
"59","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","VACCSCO",5,1,"shrub",24,NA
"60","00NCe74","NCBG_ESSFplots",49.12958668,-120.8160951,1620,2000,"jpstamp","VALESIT",8,1,"herb",24,NA
"61","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","ABIEAMA",0,0,"tree",24,NA
"62","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","ABIELAS",49,1,"tree",24,NA
"63","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","AMELALN",0,0,"shrub",24,NA
"64","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","ARNILAT",0,0,"herb",24,NA
"65","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","CHAMANG",2,1,"herb",24,NA
"66","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","CHIMUMB",0,0,"shrub",24,NA
"67","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","CLINUNI",0,0,"herb",24,NA
"68","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","CORNCAN",0,0,"herb",24,NA
"69","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","GOODOBL",0,0,"herb",24,NA
"70","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","LONIUTA",0,0,"shrub",24,NA
"71","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","LUPIARC",25,1,"herb",24,NA
"72","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","ORTHSEC",0,0,"herb",24,NA
"73","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","PAXIMYR",4,1,"shrub",24,NA
"74","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","PICEENG",0.100000001,1,"tree",24,NA
"75","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","PINUCON",0,0,"tree",24,NA
"76","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","PSEUMEN",0,0,"tree",24,NA
"77","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"78","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","RHODALB",18,1,"shrub",24,NA
"79","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","RIBEACE",0.100000001,1,"shrub",24,NA
"80","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","RIBELAC",0,0,"shrub",24,NA
"81","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","RUBUPAR",0,0,"shrub",24,NA
"82","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","RUBUPED",3,1,"herb",24,NA
"83","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"84","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","SORBSIT",0.100000001,1,"shrub",24,NA
"85","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","SPIRLUC",0,0,"shrub",24,NA
"86","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","TIARTRI",0,0,"herb",24,NA
"87","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","TSUGHET",0,0,"tree",24,NA
"88","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","VACCMEM",12,1,"shrub",24,NA
"89","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","VACCSCO",12,1,"shrub",24,NA
"90","00NCe75","NCBG_ESSFplots",49.13184343,-120.8212604,1750,2000,"jpstamp","VALESIT",6,1,"herb",24,NA
"91","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","ABIEAMA",0,0,"tree",24,NA
"92","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","ABIELAS",19,1,"tree",24,NA
"93","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","AMELALN",15,1,"shrub",24,NA
"94","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","ARNILAT",0,0,"herb",24,NA
"95","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","CHAMANG",0,0,"herb",24,NA
"96","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","CHIMUMB",2,1,"shrub",24,NA
"97","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","CLINUNI",4,1,"herb",24,NA
"98","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","CORNCAN",0,0,"herb",24,NA
"99","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","GOODOBL",0.100000001,1,"herb",24,NA
"100","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","LONIUTA",0,0,"shrub",24,NA
"101","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","LUPIARC",20,1,"herb",24,NA
"102","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","ORTHSEC",0.100000001,1,"herb",24,NA
"103","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","PAXIMYR",35,1,"shrub",24,NA
"104","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","PICEENG",3.099999905,1,"tree",24,NA
"105","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","PINUCON",21,1,"tree",24,NA
"106","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","PSEUMEN",5.100000001,1,"tree",24,NA
"107","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"108","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","RHODALB",0,0,"shrub",24,NA
"109","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","RIBEACE",5,1,"shrub",24,NA
"110","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","RIBELAC",1,1,"shrub",24,NA
"111","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","RUBUPAR",0,0,"shrub",24,NA
"112","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","RUBUPED",0,0,"herb",24,NA
"113","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"114","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","SORBSIT",0,0,"shrub",24,NA
"115","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","SPIRLUC",15,1,"shrub",24,NA
"116","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","TIARTRI",0,0,"herb",24,NA
"117","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","TSUGHET",0,0,"tree",24,NA
"118","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","VACCMEM",30,1,"shrub",24,NA
"119","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","VACCSCO",10,1,"shrub",24,NA
"120","00NCe77","NCBG_ESSFplots",49.06956013,-120.905716,1470,2000,"jpstamp","VALESIT",0,0,"herb",24,NA
"121","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","ABIEAMA",0,0,"tree",24,NA
"122","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","ABIELAS",37,1,"tree",24,NA
"123","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","AMELALN",0,0,"shrub",24,NA
"124","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","ARNILAT",2,1,"herb",24,NA
"125","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","CHAMANG",0,0,"herb",24,NA
"126","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","CHIMUMB",0,0,"shrub",24,NA
"127","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","CLINUNI",0,0,"herb",24,NA
"128","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","CORNCAN",0,0,"herb",24,NA
"129","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","GOODOBL",0,0,"herb",24,NA
"130","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","LONIUTA",2,1,"shrub",24,NA
"131","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","LUPIARC",2,1,"herb",24,NA
"132","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","ORTHSEC",5,1,"herb",24,NA
"133","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","PAXIMYR",1,1,"shrub",24,NA
"134","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","PICEENG",0.100000001,1,"tree",24,NA
"135","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","PINUCON",0,0,"tree",24,NA
"136","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","PSEUMEN",0,0,"tree",24,NA
"137","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"138","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","RHODALB",0,0,"shrub",24,NA
"139","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","RIBEACE",20,1,"shrub",24,NA
"140","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","RIBELAC",0,0,"shrub",24,NA
"141","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","RUBUPAR",0,0,"shrub",24,NA
"142","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","RUBUPED",0,0,"herb",24,NA
"143","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"144","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","SORBSIT",0,0,"shrub",24,NA
"145","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","SPIRLUC",0,0,"shrub",24,NA
"146","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","TIARTRI",0,0,"herb",24,NA
"147","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","TSUGHET",0,0,"tree",24,NA
"148","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","VACCMEM",0,0,"shrub",24,NA
"149","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","VACCSCO",0,0,"shrub",24,NA
"150","00NCe78","NCBG_ESSFplots",49.08614425,-120.9258513,1840,2000,"jpstamp","VALESIT",5,1,"herb",24,NA
"151","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","ABIEAMA",0,0,"tree",24,NA
"152","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","ABIELAS",41,1,"tree",24,NA
"153","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","AMELALN",0,0,"shrub",24,NA
"154","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","ARNILAT",0,0,"herb",24,NA
"155","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","CHAMANG",0,0,"herb",24,NA
"156","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","CHIMUMB",0,0,"shrub",24,NA
"157","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","CLINUNI",0,0,"herb",24,NA
"158","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","CORNCAN",0,0,"herb",24,NA
"159","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","GOODOBL",0,0,"herb",24,NA
"160","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","LONIUTA",0,0,"shrub",24,NA
"161","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","LUPIARC",0,0,"herb",24,NA
"162","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","ORTHSEC",7,1,"herb",24,NA
"163","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","PAXIMYR",0,0,"shrub",24,NA
"164","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","PICEENG",0.100000001,1,"tree",24,NA
"165","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","PINUCON",0,0,"tree",24,NA
"166","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","PSEUMEN",2,1,"tree",24,NA
"167","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"168","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","RHODALB",0,0,"shrub",24,NA
"169","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","RIBEACE",8,1,"shrub",24,NA
"170","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","RIBELAC",0,0,"shrub",24,NA
"171","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","RUBUPAR",0,0,"shrub",24,NA
"172","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","RUBUPED",0,0,"herb",24,NA
"173","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"174","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","SORBSIT",0,0,"shrub",24,NA
"175","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","SPIRLUC",0,0,"shrub",24,NA
"176","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","TIARTRI",5,1,"herb",24,NA
"177","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","TSUGHET",0,0,"tree",24,NA
"178","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","VACCMEM",45,1,"shrub",24,NA
"179","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","VACCSCO",1,1,"shrub",24,NA
"180","00NCe79","NCBG_ESSFplots",49.08811762,-120.9446303,1790,2000,"jpstamp","VALESIT",15,1,"herb",24,NA
"181","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","ABIEAMA",0,0,"tree",24,NA
"182","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","ABIELAS",1.100000001,1,"tree",24,NA
"183","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","AMELALN",0,0,"shrub",24,NA
"184","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","ARNILAT",1,1,"herb",24,NA
"185","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","CHAMANG",0,0,"herb",24,NA
"186","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","CHIMUMB",0,0,"shrub",24,NA
"187","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","CLINUNI",0,0,"herb",24,NA
"188","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","CORNCAN",0,0,"herb",24,NA
"189","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","GOODOBL",0,0,"herb",24,NA
"190","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","LONIUTA",0,0,"shrub",24,NA
"191","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","LUPIARC",5,1,"herb",24,NA
"192","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","ORTHSEC",0,0,"herb",24,NA
"193","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","PAXIMYR",0,0,"shrub",24,NA
"194","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","PICEENG",1.100000001,1,"tree",24,NA
"195","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","PINUCON",0,0,"tree",24,NA
"196","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","PSEUMEN",0,0,"tree",24,NA
"197","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","PYROASA",0,0,"herb",24,NA
"198","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","RHODALB",15,1,"shrub",24,NA
"199","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","RIBEACE",2,1,"shrub",24,NA
"200","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","RIBELAC",0,0,"shrub",24,NA
"201","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","RUBUPAR",0,0,"shrub",24,NA
"202","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","RUBUPED",0,0,"herb",24,NA
"203","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","SORBSCO",0,0,"shrub",24,NA
"204","00NCe82","NCBG_ESSFplots",49.04462405,-120.9646257,1810,2000,"jpstamp","SORBSIT",0,0,"shrub",24,NA
