"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","RelocationConfidence","Species","Cover","present","Functional_group"
"55","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","PICEENG",5.5,1,"tree"
"56","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","PINUCON",0.25,1,"tree"
"57","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","PSEUMEN",0,0,"tree"
"58","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","PYROASA",0,0,"herb"
"59","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","RHODALB",0.275,1,"shrub"
"60","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","RIBEACE",0,0,"shrub"
"61","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","RIBELAC",2.5,1,"shrub"
"62","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","RUBUPAR",19.75,1,"shrub"
"63","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","RUBUPED",0,0,"herb"
"64","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","SORBSCO",0.075,1,"shrub"
"65","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","SORBSIT",0,0,"shrub"
"66","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","SPIRLUC",1.625,1,"shrub"
"67","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","THALOCC",1.25,1,"herb"
"68","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","THUJPLI",0,0,"tree"
"69","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","TIARTRI",0.075,1,"herb"
"70","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","TSUGHET",0,0,"tree"
"71","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","VACCMEM",3.5,1,"shrub"
"72","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","VACCSCO",0.15,1,"shrub"
"73","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","VALESIT",0,0,"herb"
"74","00NCe74","NCBG_ESSFplots",49.12966101,-120.816088,1661.301636,2025,"jpstamp","Med-High","VERAVIR",0,0,"herb"
"75","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","ABIEAMA",0,0,"tree"
"76","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","ABIELAS",52.75,1,"tree"
"77","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","AMELALN",0,0,"shrub"
"78","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","ARNILAT",2.5,1,"herb"
"79","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","CHAMANG",0.35,1,"herb"
"80","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","CHIMUMB",0,0,"shrub"
"81","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","CLINUNI",0,0,"herb"
"82","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","CORNCAN",0,0,"herb"
"83","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","FRAGVIR",0,0,"herb"
"84","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","GOODOBL",0.075,1,"herb"
"85","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","HERAMAX",0,0,"herb"
"86","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","LINNBOR",0,0,"shrub"
"87","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","LONIUTA",0.1,1,"shrub"
"88","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","LUPIARC",1.25,1,"herb"
"89","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","ORTHSEC",0.925,1,"herb"
"90","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PAXIMYR",0.2,1,"shrub"
"91","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PHLODIF",0,0,"herb"
"92","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PICEENG",2.025,1,"tree"
"93","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PINUCON",0,0,"tree"
"94","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PSEUMEN",0,0,"tree"
"95","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","PYROASA",0,0,"herb"
"96","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","RHODALB",26,1,"shrub"
"97","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","RIBEACE",0.1,1,"shrub"
"98","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","RIBELAC",1,1,"shrub"
"99","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","RUBUPAR",0,0,"shrub"
"100","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","RUBUPED",0.375,1,"herb"
"101","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","SORBSCO",1.55,1,"shrub"
"102","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","SORBSIT",0.075,1,"shrub"
"103","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","SPIRLUC",0,0,"shrub"
"104","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","THALOCC",0,0,"herb"
"105","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","THUJPLI",0,0,"tree"
"106","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","TIARTRI",0,0,"herb"
"107","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","TSUGHET",0,0,"tree"
"108","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","VACCMEM",9.25,1,"shrub"
"109","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","VACCSCO",1.725,1,"shrub"
"110","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","VALESIT",4.25,1,"herb"
"111","00NCe75","NCBG_ESSFplots",49.13137302,-120.821337,1786.920776,2025,"jpstamp","Med-High","VERAVIR",0,0,"herb"
"112","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","ABIEAMA",0.125,1,"tree"
"113","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","ABIELAS",32.75,1,"tree"
"114","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","AMELALN",1.775,1,"shrub"
"115","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","ARNILAT",1,1,"herb"
"116","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","CHAMANG",0,0,"herb"
"117","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","CHIMUMB",0.175,1,"shrub"
"118","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","CLINUNI",4.25,1,"herb"
"119","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","CORNCAN",0,0,"herb"
"120","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","FRAGVIR",0.225,1,"herb"
"121","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","GOODOBL",0.525,1,"herb"
"122","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","HERAMAX",0,0,"herb"
"123","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","LINNBOR",0,0,"shrub"
"124","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","LONIUTA",0.775,1,"shrub"
"125","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","LUPIARC",0.05,1,"herb"
"126","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","ORTHSEC",1.075,1,"herb"
"127","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PAXIMYR",11,1,"shrub"
"128","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PHLODIF",0,0,"herb"
"129","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PICEENG",26.25,1,"tree"
"130","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PINUCON",0,0,"tree"
"131","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PSEUMEN",5.5,1,"tree"
"132","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","PYROASA",0,0,"herb"
"133","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","RHODALB",0,0,"shrub"
"134","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","RIBEACE",0,0,"shrub"
"135","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","RIBELAC",1.75,1,"shrub"
"136","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","RUBUPAR",1.275,1,"shrub"
"137","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","RUBUPED",0,0,"herb"
"138","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","SORBSCO",0.025,1,"shrub"
"139","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","SORBSIT",0,0,"shrub"
"140","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","SPIRLUC",0,0,"shrub"
"141","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","THALOCC",0.175,1,"herb"
"142","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","THUJPLI",1.25,1,"tree"
"143","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","TIARTRI",0.225,1,"herb"
"144","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","TSUGHET",0,0,"tree"
"145","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","VACCMEM",8,1,"shrub"
"146","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","VACCSCO",0,0,"shrub"
"147","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","VALESIT",0.475,1,"herb"
"148","00NCe77","NCBG_ESSFplots",49.06958498,-120.90581,1494.552856,2025,"jpstamp","High","VERAVIR",0,0,"herb"
"149","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","ABIEAMA",0,0,"tree"
"150","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","ABIELAS",54.5,1,"tree"
"151","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","AMELALN",0,0,"shrub"
"152","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","ARNILAT",2.6,1,"herb"
"153","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","CHAMANG",0.5,1,"herb"
"154","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","CHIMUMB",0,0,"shrub"
"155","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","CLINUNI",0,0,"herb"
"156","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","CORNCAN",0,0,"herb"
"157","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","FRAGVIR",0.1,1,"herb"
"158","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","GOODOBL",0.175,1,"herb"
"159","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","HERAMAX",2.075,1,"herb"
"160","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","LINNBOR",0,0,"shrub"
"161","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","LONIUTA",0.25,1,"shrub"
"162","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","LUPIARC",0.875,1,"herb"
"163","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","ORTHSEC",0.75,1,"herb"
"164","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PAXIMYR",5.5,1,"shrub"
"165","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PHLODIF",0,0,"herb"
"166","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PICEENG",1.75,1,"tree"
"167","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PINUCON",0,0,"tree"
"168","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PSEUMEN",0,0,"tree"
"169","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","PYROASA",0,0,"herb"
"170","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","RHODALB",0,0,"shrub"
"171","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","RIBEACE",2.2,1,"shrub"
"172","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","RIBELAC",0.75,1,"shrub"
"173","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","RUBUPAR",0,0,"shrub"
"174","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","RUBUPED",0,0,"herb"
"175","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","SORBSCO",0,0,"shrub"
"176","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","SORBSIT",0,0,"shrub"
"177","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","SPIRLUC",0,0,"shrub"
"178","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","THALOCC",4.25,1,"herb"
"179","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","THUJPLI",0,0,"tree"
"180","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","TIARTRI",0,0,"herb"
"181","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","TSUGHET",0,0,"tree"
"182","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","VACCMEM",0.6,1,"shrub"
"183","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","VACCSCO",2.525,1,"shrub"
"184","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","VALESIT",18.25,1,"herb"
"185","00NCe78","NCBG_ESSFplots",49.08568502,-120.926467,1845.629517,2025,"jpstamp","Med-High","VERAVIR",0.125,1,"herb"
"186","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","ABIEAMA",0,0,"tree"
"187","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","ABIELAS",28.5,1,"tree"
"188","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","AMELALN",0,0,"shrub"
"189","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","ARNILAT",6.5,1,"herb"
"190","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","CHAMANG",1.225,1,"herb"
"191","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","CHIMUMB",0,0,"shrub"
"192","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","CLINUNI",0,0,"herb"
"193","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","CORNCAN",0,0,"herb"
"194","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","FRAGVIR",0.05,1,"herb"
"195","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","GOODOBL",0.175,1,"herb"
"196","00NCe79","NCBG_ESSFplots",49.08802198,-120.94466,1778.579102,2025,"jpstamp","High","HERAMAX",0.075,1,"herb"
