PlotNumber,ProjectID,Date,Location,Longitude,Latitude,LocationAccuracy,Elevation,SlopeGradient,Aspect,MesoSlopePosition,SurfaceShape,SiteNotes,SoilNotes,StrataCoverTree,StrataCoverShrub,StrataCoverHerb,StrataCoverMoss,VegNotes,SpeciesListComplete,Species,CoverA1,CoverA2,CoverA3,TotalA,CoverB1,CoverB2,TotalB,CoverC,CoverD,CoverE,CoverF
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,URTIDIO,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,GALIAPA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,RUBUPAR,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,DICEFOR,NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,SALIX,NA,NA,NA,NA,15,NA,15,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,SAMBRAC,NA,NA,NA,NA,5,5,10,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,SYMPALB,NA,NA,NA,NA,NA,25,25,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCc13,NCGB_CWHplots,2000-07-15,Skaist River below Grainger Cr. in NW Manning Park.,-120.9627241,49.22752855,100,900,28,127,MD,ST,"--Ecopoly#: 7541
--FC: nta
--canopy closure: non-forested
--bottom 1/3 of the avalanche track, but not true run-out zone; spp are arranged in bands to a certain degree-those closer to standing timber along the slide path margins and those within the core of the path; site is likely most affected by spring to-ground wet slides rather than mid-winter events.
",#NAME?,0,100,10,0,#NAME?,FALSE,RIBELAC,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,ABIELAS,NA,10,NA,10,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,ABIEAMA,NA,15,10,25,65,30,95,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,TSUGHET,NA,15,5,20,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,MENZFER,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,PICEENE,NA,NA,NA,NA,NA,0.100000001,0.100000001,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,RUBUPED,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,PAXIMYR,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,CORNCAN,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,RHYTIDIO,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,TIARTRI2,NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,PLAGIOMN,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe73,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8200364,49.12286895,100,1455,56,353,MD,ST,"--EcoPoly: 12278	
--FC: no typing available
--%canclosure: 50, 85, 90, 40= 66; this is a better estimate of the overall coverage of A layer and B1 layer coverage at the site)
--very closed canopy forest
--S-M sized old herbaceous scat in plot",NA,55,98,10,60,NA,FALSE,VACCMEM,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,HIERACIU,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,OSMOBER,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,ABIEAMA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,SPIRLUC,NA,NA,NA,NA,NA,8,8,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,ANAPMAR,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,LUPIARC,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,FRAGVIR,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,SALIX,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,THALOCC,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,ALNUALN,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,RUBUPAR,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,VALESIT,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,RIBELAC,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,ASTER,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,ARNILAT,NA,NA,NA,NA,NA,NA,NA,0.100000001,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00NCe74,NCBG_ESSFplots,2000-10-01,Cambie Creek (Fat Dog Creek) in Manning Provincial Park ,-120.8160951,49.12958668,100,1620,45,149,UP,ST,"--EcoPoly: 11806
--FC: no typing available
--%canclosure: 0,0,5,10= 4
--fair amount of case-hardened CWD suggesting F.l.bb
--site has not restocked too well given that it is generally of the same vintage as the setting across the valley (essf73); it appears as if berries are best around the base of individual clumps of conifers (mainly lasiocarpa)",#NAME?,15,55,90,5,"--very sparse mosses
--some really big trees were harvested from this site
--looks like quite a lot of dried-up white berries at this site (too much heat an sun causing failure; too dry?)",FALSE,CLINUNI,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
