"","PlotNumber","ProjectID","Latitude","Longitude","Elevation","Year","SiteSurveyor","RelocationConfidence","Species","...1","Cover","present","Functional_group","YearsSinceStart"
"55","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","SPIRLUC",322,1.625,1,"shrub",49
"56","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","TIARTRI",342,0.075,1,"herb",49
"57","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","TSUGHET",NA,0,0,"tree",49
"58","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","VACCMEM",319,3.5,1,"shrub",49
"59","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","VACCSCO",323,0.15,1,"shrub",49
"60","00NCe74","Manning Park Project 2025",49.12966101,-120.816088,1661.301636,2025,"CML RNW","Med-High","VALESIT",NA,0,0,"herb",49
"61","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","ABIEAMA",NA,0,0,"tree",49
"62","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","ABIELAS",348,52.75,1,"tree",49
"63","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","AMELALN",NA,0,0,"shrub",49
"64","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","ARNILAT",365,2.5,1,"herb",49
"65","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","CHAMANG",363,0.35,1,"herb",49
"66","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","CHIMUMB",NA,0,0,"shrub",49
"67","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","CLINUNI",NA,0,0,"herb",49
"68","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","CORNCAN",NA,0,0,"herb",49
"69","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","GOODOBL",368,0.075,1,"herb",49
"70","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","LONIUTA",357,0.1,1,"shrub",49
"71","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","LUPIARC",360,1.25,1,"herb",49
"72","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","ORTHSEC",362,0.925,1,"herb",49
"73","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","PAXIMYR",356,0.2,1,"shrub",49
"74","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","PICEENG",349,2.025,1,"tree",49
"75","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","PINUCON",NA,0,0,"tree",49
"76","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","PSEUMEN",NA,0,0,"tree",49
"77","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","PYROASA",NA,0,0,"herb",49
"78","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","RHODALB",350,26,1,"shrub",49
"79","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","RIBEACE",353,0.1,1,"shrub",49
"80","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","RIBELAC",354,1,1,"shrub",49
"81","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","RUBUPAR",NA,0,0,"shrub",49
"82","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","RUBUPED",366,0.375,1,"herb",49
"83","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","SORBSCO",355,1.55,1,"shrub",49
"84","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","SORBSIT",358,0.075,1,"shrub",49
"85","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","SPIRLUC",NA,0,0,"shrub",49
"86","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","TIARTRI",NA,0,0,"herb",49
"87","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","TSUGHET",NA,0,0,"tree",49
"88","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","VACCMEM",351,9.25,1,"shrub",49
"89","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","VACCSCO",352,1.725,1,"shrub",49
"90","00NCe75","Manning Park Project 2025",49.13137302,-120.821337,1786.920776,2025,"CML RNW","Med-High","VALESIT",359,4.25,1,"herb",49
"91","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","ABIEAMA",371,0.125,1,"tree",49
"92","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","ABIELAS",370,32.75,1,"tree",49
"93","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","AMELALN",379,1.775,1,"shrub",49
"94","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","ARNILAT",402,1,1,"herb",49
"95","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","CHAMANG",NA,0,0,"herb",49
"96","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","CHIMUMB",395,0.175,1,"shrub",49
"97","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","CLINUNI",393,4.25,1,"herb",49
"98","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","CORNCAN",NA,0,0,"herb",49
"99","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","GOODOBL",389,0.525,1,"herb",49
"100","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","LONIUTA",378,0.775,1,"shrub",49
"101","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","LUPIARC",396,0.05,1,"herb",49
"102","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","ORTHSEC",390,1.075,1,"herb",49
"103","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","PAXIMYR",375,11,1,"shrub",49
"104","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","PICEENG",369,26.25,1,"tree",49
"105","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","PINUCON",NA,0,0,"tree",49
"106","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","PSEUMEN",372,5.5,1,"tree",49
"107","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","PYROASA",NA,0,0,"herb",49
"108","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","RHODALB",NA,0,0,"shrub",49
"109","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","RIBEACE",NA,0,0,"shrub",49
"110","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","RIBELAC",380,1.75,1,"shrub",49
"111","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","RUBUPAR",376,1.275,1,"shrub",49
"112","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","RUBUPED",NA,0,0,"herb",49
"113","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","SORBSCO",381,0.025,1,"shrub",49
"114","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","SORBSIT",NA,0,0,"shrub",49
"115","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","SPIRLUC",NA,0,0,"shrub",49
"116","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","TIARTRI",382,0.225,1,"herb",49
"117","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","TSUGHET",NA,0,0,"tree",49
"118","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","VACCMEM",374,8,1,"shrub",49
"119","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","VACCSCO",NA,0,0,"shrub",49
"120","00NCe77","Manning Park Project 2025",49.06958498,-120.90581,1494.552856,2025,"CML RNW","High","VALESIT",401,0.475,1,"herb",49
"121","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","ABIEAMA",NA,0,0,"tree",49
"122","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","ABIELAS",403,54.5,1,"tree",49
"123","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","AMELALN",NA,0,0,"shrub",49
"124","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","ARNILAT",412,2.6,1,"herb",49
"125","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","CHAMANG",416,0.5,1,"herb",49
"126","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","CHIMUMB",NA,0,0,"shrub",49
"127","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","CLINUNI",NA,0,0,"herb",49
"128","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","CORNCAN",NA,0,0,"herb",49
"129","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","GOODOBL",426,0.175,1,"herb",49
"130","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","LONIUTA",410,0.25,1,"shrub",49
"131","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","LUPIARC",418,0.875,1,"herb",49
"132","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","ORTHSEC",425,0.75,1,"herb",49
"133","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","PAXIMYR",405,5.5,1,"shrub",49
"134","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","PICEENG",404,1.75,1,"tree",49
"135","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","PINUCON",NA,0,0,"tree",49
"136","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","PSEUMEN",NA,0,0,"tree",49
"137","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","PYROASA",NA,0,0,"herb",49
"138","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","RHODALB",NA,0,0,"shrub",49
"139","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","RIBEACE",409,2.2,1,"shrub",49
"140","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","RIBELAC",408,0.75,1,"shrub",49
"141","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","RUBUPAR",NA,0,0,"shrub",49
"142","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","RUBUPED",NA,0,0,"herb",49
"143","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","SORBSCO",NA,0,0,"shrub",49
"144","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","SORBSIT",NA,0,0,"shrub",49
"145","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","SPIRLUC",NA,0,0,"shrub",49
"146","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","TIARTRI",NA,0,0,"herb",49
"147","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","TSUGHET",NA,0,0,"tree",49
"148","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","VACCMEM",407,0.6,1,"shrub",49
"149","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","VACCSCO",406,2.525,1,"shrub",49
"150","00NCe78","Manning Park Project 2025",49.08568502,-120.926467,1845.629517,2025,"CML RNW","Med-High","VALESIT",411,18.25,1,"herb",49
"151","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","ABIEAMA",NA,0,0,"tree",49
"152","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","ABIELAS",430,28.5,1,"tree",49
"153","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","AMELALN",NA,0,0,"shrub",49
"154","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","ARNILAT",440,6.5,1,"herb",49
"155","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","CHAMANG",442,1.225,1,"herb",49
"156","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","CHIMUMB",NA,0,0,"shrub",49
"157","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","CLINUNI",NA,0,0,"herb",49
"158","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","CORNCAN",NA,0,0,"herb",49
"159","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","GOODOBL",452,0.175,1,"herb",49
"160","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","LONIUTA",438,0.5,1,"shrub",49
"161","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","LUPIARC",449,0.875,1,"herb",49
"162","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","ORTHSEC",445,6.5,1,"herb",49
"163","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","PAXIMYR",436,0.275,1,"shrub",49
"164","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","PICEENG",431,1.15,1,"tree",49
"165","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","PINUCON",NA,0,0,"tree",49
"166","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","PSEUMEN",NA,0,0,"tree",49
"167","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","PYROASA",NA,0,0,"herb",49
"168","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","RHODALB",NA,0,0,"shrub",49
"169","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","RIBEACE",434,12.25,1,"shrub",49
"170","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","RIBELAC",435,1.125,1,"shrub",49
"171","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","RUBUPAR",NA,0,0,"shrub",49
"172","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","RUBUPED",456,0.75,1,"herb",49
"173","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","SORBSCO",NA,0,0,"shrub",49
"174","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","SORBSIT",437,0.425,1,"shrub",49
"175","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","SPIRLUC",NA,0,0,"shrub",49
"176","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","TIARTRI",441,6.25,1,"herb",49
"177","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","TSUGHET",NA,0,0,"tree",49
"178","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","VACCMEM",432,19,1,"shrub",49
"179","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","VACCSCO",433,1.5,1,"shrub",49
"180","00NCe79","Manning Park Project 2025",49.08802198,-120.94466,1778.579102,2025,"CML RNW","High","VALESIT",439,11.5,1,"herb",49
"181","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","ABIEAMA",NA,0,0,"tree",49
"182","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","ABIELAS",457,18.25,1,"tree",49
"183","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","AMELALN",NA,0,0,"shrub",49
"184","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","ARNILAT",471,0.975,1,"herb",49
"185","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","CHAMANG",469,0.725,1,"herb",49
"186","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","CHIMUMB",NA,0,0,"shrub",49
"187","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","CLINUNI",NA,0,0,"herb",49
"188","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","CORNCAN",NA,0,0,"herb",49
"189","00NCe82","Manning Park Project 2025",49.04471797,-120.964682,1818.514526,2025,"CML RNW","High/Med-High","GOODOBL",NA,0,0,"herb",49
